activity_id,lead_id,sdr_name,activity_type,activity_channel,activity_timestamp,notes,call_duration_seconds,app_version
5c29a394-5a85-4ff9-beb5-2d6d9dc91124,7,Barbie,email_sent,email,2025-07-29 17:48:36,Email Sent performed by Barbie.,,19.7
8e26f0db-88cd-4dfa-bbb3-6d5374631c8f,7,Barbie,meeting_scheduled,calendar,2025-06-27 17:48:36,Meeting Scheduled performed by Barbie.,,19.1
678c7110-c70a-4e74-aad1-39a552719965,7,Barbie,demo_held,meeting,2025-06-28 17:48:36,Demo Held performed by Barbie.,,19.0
14b6ee03-1690-42ca-888d-40515950e23f,7,Barbie,demo_held,meeting,2025-09-07 17:48:36,Demo Held performed by Barbie.,,20.2
072aedb0-7a04-492c-b08c-9acce9932ab9,7,Barbie,email_sent,email,2025-06-24 17:48:36,Email Sent performed by Barbie.,,18.9
d8e37621-fe76-4c36-bb6a-f1729ef88298,7,Barbie,demo_held,meeting,2025-06-27 17:48:36,Demo Held performed by Barbie.,,19.1
9f973a47-4f12-489a-9c22-62b968c01688,7,Barbie,call_made,phone,2025-06-30 17:48:36,Call Made performed by Barbie.,448,19.1
b0122014-1209-4f64-ada1-a3bdb49e0920,8,Tori,demo_held,meeting,2023-12-19 17:48:36,Demo Held performed by Tori.,,11.3
c69c8a81-81b2-408d-ae6a-08b5ee7e8127,8,Tori,contract_sent,document,2024-01-09 17:48:36,Contract Sent performed by Tori.,,11.6
5aea99c3-c192-49d8-9d55-960377b39548,8,Tori,meeting_scheduled,calendar,2023-11-06 17:48:36,Meeting Scheduled performed by Tori.,,10.7
007ffcf3-c0a9-46aa-a6c1-0d39511f93c4,9,Barbie,meeting_scheduled,calendar,2024-10-20 17:48:36,Meeting Scheduled performed by Barbie.,,15.7
2b5d1a1d-7507-4fa1-922c-134fe338b1cf,9,Barbie,email_sent,email,2024-09-15 17:48:36,Email Sent performed by Barbie.,,15.2
06b26341-2686-4e01-8c9b-0dc67ee63ad6,9,Barbie,contract_sent,document,2024-09-19 17:48:36,Contract Sent performed by Barbie.,,15.2
86303040-e31b-4c3a-8636-77786ba7c6a9,9,Barbie,demo_held,meeting,2024-10-04 17:48:36,Demo Held performed by Barbie.,,15.4
ea337ddc-d8d0-44c3-b409-ff11794a4ab3,10,Ken,follow_up,email,2023-04-22 17:48:36,Follow Up performed by Ken.,,7.8
0fca89f1-a9d1-45a3-8107-0710b63f246c,10,Ken,meeting_scheduled,calendar,2023-05-16 17:48:36,Meeting Scheduled performed by Ken.,,8.2
48c09e8d-ecc8-42d3-8e6c-e8facb16e70f,10,Ken,meeting_scheduled,calendar,2023-05-17 17:48:36,Meeting Scheduled performed by Ken.,,8.2
f0f63ee8-91e8-4b94-814d-eed1a5f928b0,10,Ken,email_sent,email,2023-05-19 17:48:36,Email Sent performed by Ken.,,8.2
ce863934-6751-4e69-a2ed-fda55ef96f63,10,Ken,follow_up,email,2023-04-15 17:48:36,Follow Up performed by Ken.,,7.8
325e28fd-9387-487b-89e8-663d4bc766ed,11,Ken,follow_up,email,2025-05-18 17:48:36,Follow Up performed by Ken.,,18.3
cbdad9e3-3f02-47c0-abce-af69a0f30c15,11,Ken,call_made,phone,2025-06-14 17:48:36,Call Made performed by Ken.,190,19.0
60c2ac64-b392-451e-a651-b50bd07beea0,11,Ken,contract_sent,document,2025-04-10 17:48:36,Contract Sent performed by Ken.,,18.0
0c53da51-b0ff-4fb0-8d05-37683554c3b5,11,Ken,email_sent,email,2025-04-03 17:48:36,Email Sent performed by Ken.,,18.0
79340b2b-711f-4329-9b8f-43c9664ee319,11,Ken,contract_sent,document,2025-04-24 17:48:36,Contract Sent performed by Ken.,,18.1
a945caee-ccd6-4331-9a10-d0b1a284551b,11,Ken,call_made,phone,2025-03-20 17:48:36,Call Made performed by Ken.,241,17.8
2bea3ee9-7433-4470-a08f-540e53353ac5,11,Ken,email_sent,email,2025-05-15 17:48:36,Email Sent performed by Ken.,,18.6
48aa3d1b-8bea-4771-8061-837e7a6b42c8,12,Midge,meeting_scheduled,calendar,2024-10-01 17:48:36,Meeting Scheduled performed by Midge.,,14.9
295781cd-9849-4c22-9211-5a45ef210788,12,Midge,follow_up,email,2024-09-26 17:48:36,Follow Up performed by Midge.,,15.2
7d9ea773-d875-4686-9228-582a9e7729fe,12,Midge,contract_sent,document,2024-11-12 17:48:36,Contract Sent performed by Midge.,,15.9
9ad9dfc5-73e1-4f00-b3ba-8db6e32e1c64,12,Midge,call_made,phone,2024-11-29 17:48:36,Call Made performed by Midge.,438,16.0
b805256a-83d6-47a1-9b13-63e04d1e9472,13,Jake,meeting_scheduled,calendar,2024-05-05 17:48:36,Meeting Scheduled performed by Jake.,,13.0
2c419e26-efb8-410d-8c97-529d3d869074,13,Jake,demo_held,meeting,2024-04-07 17:48:36,Demo Held performed by Jake.,,12.7
db8572ef-a620-4dc5-bb8a-7b1e0baabe4e,13,Jake,call_made,phone,2024-04-26 17:48:36,Call Made performed by Jake.,143,13.1
e2c15ec0-c81d-4cf7-b077-f2fe58bdd93f,13,Jake,call_made,phone,2024-05-14 17:48:36,Call Made performed by Jake.,69,13.4
3aa4a328-4032-4339-a7c1-15723d98d920,13,Jake,demo_held,meeting,2024-03-07 17:48:36,Demo Held performed by Jake.,,12.4
30fbfef8-03d1-47cb-bc59-a62d69a45103,13,Jake,follow_up,email,2024-05-27 17:48:36,Follow Up performed by Jake.,,13.6
4ed0330f-8d8f-42e7-8bc5-d1efb0e3133c,13,Jake,contract_sent,document,2024-03-20 17:48:36,Contract Sent performed by Jake.,,12.6
c1657606-e3fc-478b-91f0-630276c5fe3c,13,Jake,email_sent,email,2024-03-29 17:48:36,Email Sent performed by Jake.,,12.3
9c5b67b3-6104-49f3-a775-03061511c34b,14,Ken,demo_held,meeting,2024-02-21 17:48:36,Demo Held performed by Ken.,,11.9
73e75af9-5371-4c81-816d-225b0628613f,14,Ken,meeting_scheduled,calendar,2024-03-10 17:48:36,Meeting Scheduled performed by Ken.,,12.5
98c5aaed-963c-4a37-a8e7-d555725d01bc,14,Ken,call_made,phone,2024-04-24 17:48:36,Call Made performed by Ken.,134,12.9
31f29085-b97c-464a-b967-86c0c8e7edf3,14,Ken,meeting_scheduled,calendar,2024-03-30 17:48:36,Meeting Scheduled performed by Ken.,,12.8
26c4c07d-a807-44c6-b6b3-a528a3ec5863,14,Ken,contract_sent,document,2024-04-08 17:48:36,Contract Sent performed by Ken.,,12.5
69ce4259-39cf-40ec-9f91-56a32c0d174b,14,Ken,meeting_scheduled,calendar,2024-03-24 17:48:36,Meeting Scheduled performed by Ken.,,12.6
55e0423c-8a26-4ab0-ab67-8d1263d21c31,14,Ken,follow_up,email,2024-04-03 17:48:36,Follow Up performed by Ken.,,12.8
21df9c89-2d6e-43ad-9f5d-7f994f6f0185,14,Ken,meeting_scheduled,calendar,2024-03-27 17:48:36,Meeting Scheduled performed by Ken.,,12.7
ec625565-232e-4fb5-b006-31d86cf6b5b3,15,Ken,follow_up,email,2023-02-27 17:48:36,Follow Up performed by Ken.,,7.0
a79ff1f9-c002-48ae-949a-309510ede9a3,15,Ken,follow_up,email,2023-04-16 17:48:36,Follow Up performed by Ken.,,7.8
992e4089-252e-4c78-bb2e-76a7dd87e76a,15,Ken,contract_sent,document,2023-05-15 17:48:36,Contract Sent performed by Ken.,,8.1
fc2ce93a-acf3-478e-a310-e2e0c0931d8a,15,Ken,meeting_scheduled,calendar,2023-02-25 17:48:36,Meeting Scheduled performed by Ken.,,6.8
f6ae51d3-06a6-487c-a523-243b9e1db096,15,Ken,call_made,phone,2023-04-08 17:48:36,Call Made performed by Ken.,124,7.7
d1cec2b9-bde6-44ed-a9cd-458262fea184,15,Ken,email_sent,email,2023-04-27 17:48:36,Email Sent performed by Ken.,,7.9
e4c7ca73-53fc-49e8-9865-bb4af88f8f25,16,Jake,email_sent,email,2023-11-02 17:48:36,Email Sent performed by Jake.,,10.1
26e6930b-d679-4e27-abea-3b5d660cebed,16,Jake,follow_up,email,2023-11-26 17:48:36,Follow Up performed by Jake.,,10.9
650981f2-6f2b-4d65-8ff2-aeb3d099dada,16,Jake,meeting_scheduled,calendar,2023-11-08 17:48:36,Meeting Scheduled performed by Jake.,,10.7
fed611e8-2580-4a46-af56-a1f5f938b9f4,17,Barbie,follow_up,email,2024-12-30 17:48:36,Follow Up performed by Barbie.,,16.7
b000f96d-3526-4bb3-a226-392e20f54e09,17,Barbie,call_made,phone,2025-02-16 17:48:36,Call Made performed by Barbie.,329,17.4
9e2021fe-b40b-4a33-a70b-85fe973ab5d5,17,Barbie,call_made,phone,2024-12-17 17:48:36,Call Made performed by Barbie.,509,16.4
44f5a04c-094c-4aee-8296-000ed824dfcd,18,Midge,demo_held,meeting,2024-08-07 17:48:36,Demo Held performed by Midge.,,14.4
377a6ada-b445-45b2-b174-551ffa7e9d24,18,Midge,email_sent,email,2024-06-11 17:48:36,Email Sent performed by Midge.,,13.7
12d439b8-64d1-45a1-a7f5-14ce103b45ec,18,Midge,call_made,phone,2024-08-11 17:48:36,Call Made performed by Midge.,511,14.7
da4fce44-2ab2-42cf-9260-1bf519cc4d66,18,Midge,contract_sent,document,2024-07-01 17:48:36,Contract Sent performed by Midge.,,14.1
32097e6a-eda9-4607-8de9-b52bf7e0c559,18,Midge,follow_up,email,2024-07-08 17:48:36,Follow Up performed by Midge.,,13.7
7376b60b-f2bc-417d-8ac3-33f246208ec2,18,Midge,meeting_scheduled,calendar,2024-06-29 17:48:36,Meeting Scheduled performed by Midge.,,14.0
d406759a-8b8c-4de7-9929-3d2b8124637e,18,Midge,follow_up,email,2024-07-26 17:48:36,Follow Up performed by Midge.,,13.9
d8430065-0cdc-40b0-9786-c32b95a4d961,19,Barbie,contract_sent,document,2024-08-22 17:48:36,Contract Sent performed by Barbie.,,14.5
ab6d5aad-77df-42e4-a0d0-95e2baa2975a,20,Ken,email_sent,email,2023-07-10 17:48:36,Email Sent performed by Ken.,,9.0
2138d117-306e-4c04-b5c5-645b7babaa47,20,Ken,email_sent,email,2023-10-05 17:48:36,Email Sent performed by Ken.,,10.0
5a0ede06-55ff-4913-b9a5-f42019da955e,21,Midge,email_sent,email,2024-10-04 17:48:36,Email Sent performed by Midge.,,15.2
6fff19f4-054d-432e-83c0-7702f60801c1,22,Tori,contract_sent,document,2023-02-17 17:48:36,Contract Sent performed by Tori.,,6.8
d9b0833d-80b7-4f9c-9ffa-5121d94e66f0,22,Tori,meeting_scheduled,calendar,2023-03-14 17:48:36,Meeting Scheduled performed by Tori.,,7.3
deed1a84-b29d-4b58-a645-10e7809c2987,22,Tori,meeting_scheduled,calendar,2023-02-02 17:48:36,Meeting Scheduled performed by Tori.,,6.6
2aa2f1b3-e170-4ff3-91cc-021c6815094d,22,Tori,meeting_scheduled,calendar,2023-01-26 17:48:36,Meeting Scheduled performed by Tori.,,6.6
68140537-7d2e-4772-8c80-4c9a9d97166c,22,Tori,contract_sent,document,2023-01-08 17:48:36,Contract Sent performed by Tori.,,6.3
4c356b30-dcaf-44af-8bbf-14c0e635355f,22,Tori,demo_held,meeting,2023-01-12 17:48:36,Demo Held performed by Tori.,,6.3
311eb05e-3d21-4f77-854c-335265a4d22f,22,Tori,meeting_scheduled,calendar,2023-03-18 17:48:36,Meeting Scheduled performed by Tori.,,7.0
f97a5a88-9cb6-4c1a-b664-921ffa72bee9,22,Tori,call_made,phone,2023-01-26 17:48:36,Call Made performed by Tori.,596,6.3
0e4f91e5-016a-4b67-850c-69f4b390b376,23,Tori,call_made,phone,2023-09-05 17:48:36,Call Made performed by Tori.,387,9.8
614d094d-f43e-47f2-9291-e3e108aaae9d,23,Tori,meeting_scheduled,calendar,2023-09-05 17:48:36,Meeting Scheduled performed by Tori.,,9.7
f763d225-474a-463e-8731-bf7c29486441,23,Tori,follow_up,email,2023-09-10 17:48:36,Follow Up performed by Tori.,,9.9
b3b235f9-5d15-454b-b4ea-2de0a1616a15,23,Tori,demo_held,meeting,2023-09-08 17:48:36,Demo Held performed by Tori.,,9.4
18bee75f-e5de-421f-92f0-991cd0a71f77,23,Tori,email_sent,email,2023-09-13 17:48:36,Email Sent performed by Tori.,,9.6
57ef597a-7e08-498c-b3fe-ddd72996f62b,23,Tori,contract_sent,document,2023-11-09 17:48:36,Contract Sent performed by Tori.,,10.7
500ad999-b1e7-4433-a49f-95c734a5ca77,24,Ken,demo_held,meeting,2024-02-10 17:48:36,Demo Held performed by Ken.,,12.0
b5be8975-38c3-464a-aac5-12b26381c565,24,Ken,call_made,phone,2024-03-16 17:48:36,Call Made performed by Ken.,160,12.5
fa80f735-c3a5-428f-8a1a-717fe14e619d,24,Ken,call_made,phone,2024-02-17 17:48:36,Call Made performed by Ken.,310,12.2
c8902384-eb2f-4abc-8145-30238c93ae98,25,Midge,call_made,phone,2024-03-17 17:48:36,Call Made performed by Midge.,499,12.4
f59056d2-fb22-40b9-b6c5-94f53f1ce2cb,25,Midge,call_made,phone,2024-04-15 17:48:36,Call Made performed by Midge.,416,12.9
898f5d88-982a-45aa-ad3d-c766c9dbf458,25,Midge,contract_sent,document,2024-02-20 17:48:36,Contract Sent performed by Midge.,,12.0
b5ac0b2d-7f63-4bcc-bde0-467900c5cb80,25,Midge,email_sent,email,2024-02-16 17:48:36,Email Sent performed by Midge.,,12.0
05ee7e7a-8cc6-4205-b9b9-d5552b774e6a,25,Midge,email_sent,email,2024-04-05 17:48:36,Email Sent performed by Midge.,,12.8
f03708e6-452c-43a0-88ae-88ddc2038897,25,Midge,meeting_scheduled,calendar,2024-04-08 17:48:36,Meeting Scheduled performed by Midge.,,12.9
98d5adf4-6141-4ac7-b94a-c58dbe4b435a,25,Midge,call_made,phone,2024-02-17 17:48:36,Call Made performed by Midge.,563,12.2
fde3caec-9d3a-4a20-9bd6-342554a6f8e1,25,Midge,email_sent,email,2024-02-29 17:48:36,Email Sent performed by Midge.,,11.9
c1643d52-1d93-4242-b4f8-eb30484da0b5,25,Midge,meeting_scheduled,calendar,2024-04-19 17:48:36,Meeting Scheduled performed by Midge.,,12.7
6b06fa56-62ad-46f9-89cd-49f8ae2d1430,26,Tori,meeting_scheduled,calendar,2024-03-15 17:48:36,Meeting Scheduled performed by Tori.,,12.2
ab7cd5b3-117c-4ec8-9ef2-a927aca82ff1,26,Tori,email_sent,email,2024-03-15 17:48:36,Email Sent performed by Tori.,,12.5
1d359c3c-287e-4ee0-bb99-1c047aac26f8,26,Tori,email_sent,email,2024-03-03 17:48:36,Email Sent performed by Tori.,,12.4
b567e6c1-5fd4-4d1f-b194-80b68976f5d8,27,Midge,contract_sent,document,2025-11-11 17:48:36,Contract Sent performed by Midge.,,20.9
9be0a673-8b14-409a-9755-57a7f010034e,27,Midge,email_sent,email,2025-12-02 17:48:36,Email Sent performed by Midge.,,21.1
c403b0a6-f9d5-444e-bf6c-f6695b218485,28,Ken,call_made,phone,2024-11-15 17:48:36,Call Made performed by Ken.,69,16.0
0dfaa310-311e-46fd-8764-193602fc0c29,28,Ken,call_made,phone,2024-10-12 17:48:36,Call Made performed by Ken.,195,15.5
31de3055-970c-48b9-ad51-a190ab507d0d,29,Jake,call_made,phone,2022-12-08 17:48:36,Call Made performed by Jake.,547,5.9
0dc68b38-ca07-4698-b425-54654f11e7a2,29,Jake,email_sent,email,2023-02-04 17:48:36,Email Sent performed by Jake.,,6.6
bcc86e80-9c9b-4409-bb16-7f45d19e3401,29,Jake,call_made,phone,2022-12-02 17:48:36,Call Made performed by Jake.,466,5.6
160598de-a711-46a4-85f2-a102916ff65b,29,Jake,meeting_scheduled,calendar,2023-01-10 17:48:36,Meeting Scheduled performed by Jake.,,6.4
36f6674b-a60b-4b70-86d8-a61a9e17f857,29,Jake,meeting_scheduled,calendar,2022-12-22 17:48:36,Meeting Scheduled performed by Jake.,,6.0
b19a5e43-05e3-4aa4-b5bd-fcaaf7ac098e,29,Jake,call_made,phone,2023-02-08 17:48:36,Call Made performed by Jake.,339,6.7
0fdbe10c-57c8-4fc5-8671-fe3d295b03c9,30,Ken,email_sent,email,2024-02-13 17:48:36,Email Sent performed by Ken.,,12.1
ed83329c-f51e-4365-b62f-02cf661e948b,30,Ken,follow_up,email,2024-03-03 17:48:36,Follow Up performed by Ken.,,12.1
692ce23d-a57b-43ca-99b4-dbe4d4acd21e,31,Tori,call_made,phone,2024-07-23 17:48:36,Call Made performed by Tori.,266,14.3
2a4f0d1a-e590-4d47-800b-73976f7f4867,31,Tori,contract_sent,document,2024-07-15 17:48:36,Contract Sent performed by Tori.,,14.3
567d29d3-7840-442c-b725-5d1537de0263,31,Tori,follow_up,email,2024-08-14 17:48:36,Follow Up performed by Tori.,,14.6
941ba1fd-7707-4eae-b50f-95e033e258f6,31,Tori,demo_held,meeting,2024-09-26 17:48:36,Demo Held performed by Tori.,,15.1
f473c37f-112d-4b26-a7f7-7ae14331f43b,31,Tori,demo_held,meeting,2024-08-04 17:48:36,Demo Held performed by Tori.,,14.6
829cc457-a2da-417f-9337-0e8551b0a933,31,Tori,follow_up,email,2024-08-09 17:48:36,Follow Up performed by Tori.,,14.6
4498ad80-1abc-48e5-9c0d-9787621f8fb1,32,Tori,contract_sent,document,2024-04-24 17:48:36,Contract Sent performed by Tori.,,12.6
a117fc01-5704-4b7f-90be-16ec37fb55e8,32,Tori,follow_up,email,2024-04-08 17:48:36,Follow Up performed by Tori.,,12.8
03c7c041-1695-4b7e-bf11-f0b37a826e62,32,Tori,call_made,phone,2024-04-23 17:48:36,Call Made performed by Tori.,206,13.0
9db088e3-e02a-4081-9994-63c215efd863,32,Tori,call_made,phone,2024-05-28 17:48:36,Call Made performed by Tori.,523,13.5
d4e5703b-9780-4cfe-9038-10ae63631786,32,Tori,call_made,phone,2024-04-09 17:48:36,Call Made performed by Tori.,210,12.9
479ac505-0bf2-42b1-8c74-7bd8fd2d6618,32,Tori,meeting_scheduled,calendar,2024-05-05 17:48:36,Meeting Scheduled performed by Tori.,,13.3
4ff15328-7f30-4755-a07d-66caaf5e0387,32,Tori,meeting_scheduled,calendar,2024-04-28 17:48:36,Meeting Scheduled performed by Tori.,,13.2
3e81d388-d277-4446-b9ed-f6dba6d7e196,32,Tori,call_made,phone,2024-05-08 17:48:36,Call Made performed by Tori.,546,13.2
25832ba4-6153-4f52-9f99-484dc4cff958,33,Barbie,contract_sent,document,2023-07-30 17:48:36,Contract Sent performed by Barbie.,,9.3
7c9797ee-960a-43bf-afdb-def87f28c97c,33,Barbie,meeting_scheduled,calendar,2023-09-11 17:48:36,Meeting Scheduled performed by Barbie.,,9.9
fa5274a1-bad4-4744-adac-eb6c9100b262,33,Barbie,demo_held,meeting,2023-07-19 17:48:36,Demo Held performed by Barbie.,,9.1
61ca43d2-ceef-45d7-a7f2-3c853ead760a,33,Barbie,email_sent,email,2023-08-12 17:48:36,Email Sent performed by Barbie.,,9.4
ca0e055c-331b-475e-acac-a079feded72b,33,Barbie,follow_up,email,2023-07-19 17:48:36,Follow Up performed by Barbie.,,9.1
ad33dc49-40af-427c-8e07-34d19b333f90,33,Barbie,follow_up,email,2023-08-03 17:48:36,Follow Up performed by Barbie.,,8.9
767b465a-626f-4cc5-83fa-68c146cd2808,33,Barbie,email_sent,email,2023-07-25 17:48:36,Email Sent performed by Barbie.,,8.9
17147217-1c2b-41b7-af8d-940e6514182b,33,Barbie,demo_held,meeting,2023-09-03 17:48:36,Demo Held performed by Barbie.,,9.8
f7eba5e9-8b52-4f79-9db8-22506318f69b,34,Tori,demo_held,meeting,2023-07-04 17:48:36,Demo Held performed by Tori.,,8.9
6a8c4d0f-1bff-4dd5-a5bf-23fa69484e48,34,Tori,email_sent,email,2023-07-06 17:48:36,Email Sent performed by Tori.,,8.7
0650605d-aa3a-490a-8cfe-7ed1e79e44f1,34,Tori,demo_held,meeting,2023-06-10 17:48:36,Demo Held performed by Tori.,,8.6
a1e8ec41-13df-4221-a5cd-8d8312551d9c,34,Tori,call_made,phone,2023-06-13 17:48:36,Call Made performed by Tori.,579,8.6
b7db3d62-b7a0-4bf3-b427-72a64ba65d24,35,Tori,email_sent,email,2023-01-24 17:48:36,Email Sent performed by Tori.,,6.2
67226350-deb4-4240-ba44-0eda6e44d0c1,35,Tori,call_made,phone,2023-01-20 17:48:36,Call Made performed by Tori.,388,6.4
55481b45-fcd1-4ef0-90dc-7e2fccf3ca54,35,Tori,contract_sent,document,2023-01-01 17:48:36,Contract Sent performed by Tori.,,6.2
b5f32f3b-c388-4346-a74e-5a72c6bf5f0a,35,Tori,meeting_scheduled,calendar,2022-12-11 17:48:36,Meeting Scheduled performed by Tori.,,5.8
56d5c30a-76fd-4b32-ae94-73aa7f80992e,36,Ken,demo_held,meeting,2023-04-07 17:48:36,Demo Held performed by Ken.,,7.3
50d021f0-88f0-496c-a325-f6af30823f08,36,Ken,contract_sent,document,2023-04-11 17:48:36,Contract Sent performed by Ken.,,7.7
384b0299-57e1-47e3-9053-c2715f452ac7,36,Ken,meeting_scheduled,calendar,2023-05-03 17:48:36,Meeting Scheduled performed by Ken.,,8.0
27b28ca3-115d-4bff-bf44-a2d44635484a,36,Ken,meeting_scheduled,calendar,2023-03-16 17:48:36,Meeting Scheduled performed by Ken.,,7.2
48f6a6c2-8b0b-4c3d-aa14-96e844f57066,36,Ken,email_sent,email,2023-03-17 17:48:36,Email Sent performed by Ken.,,7.2
6eea10eb-9a79-4d93-8656-6e20eca99b2f,37,Jake,email_sent,email,2025-01-02 17:48:36,Email Sent performed by Jake.,,16.6
9ad3eb0d-61a9-4947-b3bd-e532d21bd60d,37,Jake,follow_up,email,2024-11-07 17:48:36,Follow Up performed by Jake.,,15.7
c8222cbe-bd98-4819-b6af-9d417b128d62,37,Jake,contract_sent,document,2024-11-23 17:48:36,Contract Sent performed by Jake.,,16.0
87895f20-4d50-47a1-a5b9-02c87eb7113b,37,Jake,follow_up,email,2024-12-17 17:48:36,Follow Up performed by Jake.,,16.0
bd7d7c18-1f85-4293-9410-9adbf01c6a58,37,Jake,contract_sent,document,2025-01-22 17:48:36,Contract Sent performed by Jake.,,17.0
dde9947d-483f-4f92-b0d6-9c9beaa756ab,37,Jake,email_sent,email,2024-11-23 17:48:36,Email Sent performed by Jake.,,16.1
aa0a6c8d-b45a-4b6c-9f8c-034cdb7fc219,37,Jake,demo_held,meeting,2024-11-25 17:48:36,Demo Held performed by Jake.,,16.2
268538d5-ad08-4081-aae8-05b2ed47aaeb,37,Jake,contract_sent,document,2025-01-17 17:48:36,Contract Sent performed by Jake.,,16.6
